review_id,game_name,game_id,review_text,voted_up,votes_helpful,review_date,review_length,label
222328387,cs2,730,oynayın oynatın müw bir oyun şiddetle tavsiye ederim,True,0,2026-04-02,52,
222328079,cs2,730,çok hile var,True,0,2026-04-02,12,
222326737,cs2,730,artık 3. dünya savasına hazırım,True,0,2026-04-02,31,
222326350,cs2,730,Rusça kursuna yazılacaktım ama burası daha ucuz. 10/10,True,0,2026-04-02,54,
222324841,cs2,730,acıklama yok,True,0,2026-04-02,12,
222323105,cs2,730,gayet eğlenceli,True,0,2026-04-02,15,
222322453,cs2,730,hep kaybediyom ama bunu seviyom,True,0,2026-04-02,31,
222322411,cs2,730,oe fazlalığı var azalırsa müq,True,0,2026-04-02,29,
222321628,cs2,730,"───▒▓▒░
─█▒████████
▒█▒▓█▓█████
─▓▒▓█▓██▓██
──▒▓█▓██▓██
─░▒▓█▓██▓██░
─░▒▓█▓██▓██░
─░▒▓▓▓██▓██░
─░▒▓█▓██▓██░
─░▒▓▓▓██▓██░
─░▒██▓██▓██░
─▒▒▓██▓█▓██▒
─░▒▒█▓▓▓▓▓██
─▒▒▒█▓▓█▓▓██
─░▒▒█▓▓██▓██░
─▒▒▒█▓▓█▓▓██░
─▒▒▒█▓▓██▓██▒
─▒▒▒█▓▓██▓██▒
─░▒▒█▓▓▓█▓██▒
─▒▒▒█▓▓█▓▓██▒
─▒▒▒█▓▓▓█▓██▓
─▒▒▒█▓▓▓█▓▓██▓
─░▒▓█▓▓▓█▓▓███████▒
─▒▓▒▒█▓█▓▓▓██▓░──▒█▓
─▒▓──▒█▓█▓▓█▓──────█░
─▒▒──▒██▓▓▓█▒──────▓▒
─▒▓──▒███▓▓█▓──────▒▒
─▒▒──▒███▓▓█▓──────▓▒
─▒▒──░███▓▓██─────▓▓▒
─▓▒──▒███▓▓▓██▒▒▒▓░▒▒
─▒▓▒▓▓█▓█▓▓▓████▓░─▒▓
─▒▒▓██▓█▓▓▓▓██▒────▓▓
─▒▒▓▓▓▓▓███▓▓█────░█▒
─▒▒▓▓█▓▓▓██████▓▒▓██▒
─▒▒▓▓█▓▓▒▓████████▓██
─▒▒▓▓█▓▓▒▓▓▓██▓██▓▓▓██▒
─▒▒▓▓█▓▓▓▓▓▒██▓▒▓█▓█████▓
─▒▒▓▓█▓█▓▓▓▒██▓▒▒████████████▓
─▒▒▓█▓▓▓▓▓▓▒██▓▓▓██▓██████████████▓▒▒█▒
─▒▒▓█▓▓▓▓█▓▒██▓▓▒██▓▓▓▓▓▓█████████████▓
─▒▒▓█▓▓▓▓▓█▒██▓▓▓▓█▓▓▓▓▓▓▓▓▓█▓███▓████▓
─▒░▓█▓▓█▓▒█▓▓█▓▓▓▓██▓▓▓▓▓▓▓▓▓▓▓█▓██▓▓█▓
─▒▒▓█▓██▓▒▓█▓██▓▓▓▓█▓▓▓▓▓▓▓▓▓▓█▓▓▓█▓▓██
─█▓▒█▓▓██▓▓█▓██▓▓▓▓▓██▓▓▓▓▓▓▓▓▓█▓▓▓▓▓██
─█▓▒█▓▓▓█▓▓█▓▓██▓▓▓▓▓████▓▓▓▓▓▓▓▓▓█▓▓██
─░░▓█▓▓▓█▓▓██▓█████▓▓▓▓███▓▓▓▓▓▓▓▓▓▓▓██
─▒▒▓█▓▓▓▓▒▓███▓▒▒▒▓██▓▓▓▓▓▓██▓▓▓▓▓█▓▓██
──▒█▓████████▒──────▓██▓▓▓▓▓▓█▓████▓▓██
──░█████▓▒██▒─────────▒████▓▓▓▓▓█████▓
───▒█▓────▓█────────────░▓███████▓▓██▓
───▒█─────▒▓───────────────░▒▓███████▓
───▓█───────────────────────────▒▓▓██▒",True,0,2026-04-02,1256,
222320170,cs2,730,Biraz oynadım güzel bir oyun gibi gözüküyor.,True,0,2026-04-02,44,
222318641,cs2,730,"Gerçekten çok kafa dağıtmalık, stratejik , ve yetenek isteyen hilelerin olmadıgı bir oyun akşam eve geldiğimde oynayıp hata yaptığımda bana oyunu öğreten güzel söz söyleyenlerin oldugu bir oyun yapımcılara çok teşekkürler",True,0,2026-04-02,221,
222312130,cs2,730,kavga çıktı,True,0,2026-04-02,11,
222309908,cs2,730,zula gibi oyunlarla kıyaslanamaz zaten yılların oyunu indirin oynayın,True,0,2026-04-02,69,
222309858,cs2,730,adam ucarak vuruyo fortnıte mı oynuyoz beyler,True,0,2026-04-02,45,
222306906,cs2,730,hileler olmasa güzel oyun,True,0,2026-04-02,25,
222301925,cs2,730,nıce wh bro,True,0,2026-04-02,11,
222300321,cs2,730,harika bu oyunu çok seviyorum,True,0,2026-04-02,29,
222299816,cs2,730,2013 2014 başladığım süreçten sonra oyundaki hilecilerin sayısı inanılmaz artmış 2026 nisan ayından yazıyorum.,True,0,2026-04-02,110,
222294914,cs2,730,ÇOK İYİ OYUN BROM,True,0,2026-04-02,17,
222294775,cs2,730,hayatsızların mekanı,True,0,2026-04-02,20,
222294566,cs2,730,hileyi azaltın amk,True,0,2026-04-02,18,
222294532,cs2,730,adamlara flaş yiyo bana sövüyolar bune,True,0,2026-04-02,38,
222293995,cs2,730,more cheater and bad case system,False,0,2026-04-02,32,
222292199,cs2,730,Rekabetçi oyunların en üst noktası,True,0,2026-04-02,34,
222291320,cs2,730,"bir tek alis veris yapa bilsem dahada iyi olur
",True,0,2026-04-02,48,
222291287,cs2,730,çok hille var ama,True,0,2026-04-02,17,
222291230,cs2,730,"INSTEAD OF BRINGING STUPID UPDATES, BAN THOSE WHO PLAY WITH CHEATS ALREADY. DON’T YOU SEE SOMEONE HAS REACHED LEVEL 25K WITH CHEATS, YOU STUPID VALVE",False,0,2026-04-02,149,
222288169,cs2,730,Hileler olmasa güzel oyun !!!,True,0,2026-04-01,29,
222287828,cs2,730,Asla satın almayın her oyun hile geliyor valve bu konuda kendini geliştirmedikçe hilelerin sayısı dahada artacak. Kafa dağıtmaya oyuna giriyorsunuz cidden sadece kafanız dağılıyor nerden geldiği belli olmayan bir mermiyle,False,0,2026-04-01,221,
222287745,cs2,730,amınakeeeeeeeeeee,True,0,2026-04-01,17,
222286731,cs2,730,"fizik kalitesi, anti cheat ve oyuncu kitlesi dışı iyi oyun",True,0,2026-04-01,58,
222286558,cs2,730,çok medeni bir kitlesi var özellikle bizim millet,True,0,2026-04-01,49,
222284043,cs2,730,"Hileler olmasa daha keyifli olabilir, valve acilen el atmalı...",True,0,2026-04-01,63,
222283116,cs2,730,bulaşmayın,False,0,2026-04-01,10,
222282984,cs2,730,optimizasyonunuzu skm,True,0,2026-04-01,21,
222282887,cs2,730,"Anasını siktiğimin oyununa 2000 saat gömdük ulan anca espora değer verin amk normal oyuncular adam değil zaten .
Hala hile cıkıyor adam mevlana acıyor amınqk8yim 2017 demiyiz a k mevlana lan mevlana oevladlar gidın su hile sistemini düzeltin siktiğimin valosu bile bundan daha iyi aqqq",False,0,2026-04-01,285,
222282320,cs2,730,yuksek kaloıte,True,0,2026-04-01,14,
222280811,cs2,730,yotum yapmaya bile gerek yok mükemmel,True,0,2026-04-01,37,
222280488,cs2,730,yarramdan bir kaç tık hallice normal oyuncuya denk gelmek hileye denk gelmekten daha zor böyle oyunun yapımcısını ayrı emeği geçenleri ayrı sikim saygılar.,False,0,2026-04-01,155,
222279460,cs2,730,hileleri sikin amk,True,0,2026-04-01,18,
222279387,cs2,730,"hile var onları halledin
",True,0,2026-04-01,26,
222279132,cs2,730,Oyunda hilelerden geçilmiyor mevlana gibi dönüp vuran mı dersin awp ile zıplayıp smoke ve duvar arkasından no scop vuran mı dersin her çeşidinden var eğer sinir krizi eeeee kanser eee psikoloji bozulması gibi hastalıklara yakalanmak istiyorsanız bu oyunu oynamanızı öneriyorum. Onun haricinde mal değilseniz oynamayın tavsiye etmiyorum.,True,0,2026-04-01,336,
222278350,cs2,730,silah var sıkıyon bamba car atıyon,True,0,2026-04-01,34,
222278059,cs2,730,"Tach-tach, Alles oder Nix macht
Tach-tach, Azzlacks treffen sicher
Tach-tach, Xatar und Hafti
Klopfen an die Tür, es macht ta-ta-tach-tach",True,0,2026-04-01,138,
222278038,cs2,730,pc yi söktüm ama oynayın,True,0,2026-04-01,24,
222276952,cs2,730,Huzurlu ve mutlu olmaktan sıkıldığsanız doğru oyundasınız ... :),True,0,2026-04-01,64,
222276548,cs2,730,çok iyi ama kötü oynarsanız ne ana kalıyo ne bacı,True,0,2026-04-01,49,
222276341,cs2,730,Bu oyunu tavsiye ediyorum.,True,0,2026-04-01,26,
222275662,cs2,730,"CS2 için birkaç düzine saat geçirdikten sonra genel deneyimim karışık diyebilirim. Oynanış hâlâ bildiğimiz Counter-Strike hissini veriyor; silah mekanikleri, harita bilgisi ve takım oyunu hâlâ oyunun en güçlü tarafı.
Ancak en büyük problem kesinlikle eşleştirme sistemi. Maçlarda çoğu zaman dengeli bir rekabet hissi oluşmuyor. Kendi seviyene yakın oyuncularla oynamak yerine ya çok daha iyi ya da çok daha zayıf oyuncularla eşleşmek sık yaşanıyor. Bu da maçların ya aşırı kolay ya da gereksiz zor geçmesine neden oluyor ve rekabet hissini zedeliyor.
Bunun dışında oyun akıcı ve temel mekanikler sağlam olsa da, dengeli matchmaking eksikliği uzun vadede motivasyonu düşürebiliyor.",True,0,2026-04-01,680,
222275419,cs2,730,güzel oyun adil oyun!,True,0,2026-04-01,21,
222274772,cs2,730,abi şu oyunu ruslara banlayın lütfen onun bunun çoçukları bi rahat vermiyorlar,False,0,2026-04-01,78,
222274551,cs2,730,hile çok mk,True,0,2026-04-01,11,
222274029,cs2,730,ruslar ve hilelere sövme oyunu,False,0,2026-04-01,30,
222274018,cs2,730,Oynamayın amk,True,0,2026-04-01,13,
222273648,cs2,730,"takımınıza gelebilecek elemanlar listesi:
Ruslar
Rus hileler
Rus komandoları
Rus spestnaz azkerleri
Rus ordusuna mensup kişiler
Rus kadınlar
Rus otobüs şöförleri
Rus barmenler
Rus terziler
Rus bakkalallar
Rus kasiyerler
Putin
Stalin
Rusya topraklarında canlılık faaliyeti gösteren bir varlık
Rusyada oksijen soluyan bisey
Rus bitkiler
Masa basında cs de millete sovup fazla oturmaktan kaynaklı götünden fotosentez yapan rus orospu evladı
Rusyadan herhangi biri
Hile kullanmayan ruslar
Bağıran ruslar
Anasının amına sokup basıp genişletip sikmemi saglayuan caps lock tusuna basıp basıp her an chatden ayrılmayan rus
Ve ruslar

Teşekkürler",True,0,2026-04-01,661,
222272259,cs2,730,eğer güzel oynayan takım arkadaşlarınız yoksa kesinlikle oynamayın eli kolu tutmayan arkadaşlarım var ve keyif alamıyorum,False,0,2026-04-01,121,
222271344,cs2,730,ço kfazla hiel var,False,0,2026-04-01,18,
222271071,cs2,730,Dünyanın en garip oyunu amk bazen aşırı iyi takım geliyor bazen daha ne kadar kötüsü olabilir diyorum,True,0,2026-04-01,101,
222270928,cs2,730,bir oyunun 2. serisi ilkinden nasıl daha kötü olabilir,False,0,2026-04-01,54,
222270859,cs2,730,pew pew pew pew,True,0,2026-04-01,15,
222270424,cs2,730,hile banlama sistemi berbat,False,0,2026-04-01,27,
222270319,cs2,730,hile diye adamı atmaya kalktım 5 3 oldu adam atılmadı aynı adam benim için oylama açtı 5 4 oldu atıldım tebrikler cs haftalık drop olmasa kesinlikle oynanacak oyun değil hileden geçilmiyor,False,0,2026-04-01,188,
222270302,cs2,730,güzel sarıyor,True,0,2026-04-01,13,
222269972,cs2,730,ÖNCE SAATİME BAK ONDAN SONRA 7 GÜN BAN YEDİĞİMİ DÜŞÜN,True,0,2026-04-01,53,
222269686,cs2,730,Öncelikle  sövüşüğüm ruslara ve ailelerine selamlarımı ileterek sonra oyunu dahada boktan hale  getiren valveye selamlarımı iletirim,True,0,2026-04-01,132,
222269369,cs2,730,ÇOK HOŞTUR HE,True,0,2026-04-01,13,
222269322,cs2,730,"CS2 oynayan biri olarak net konuşayım: oyun hâlâ bağımlılık yapıyor ama bazı şeyler insanı çıldırtır.

Önce iyi tarafından başlayayım. Silah hissiyatı ve mekanikler hâlâ efsane, vurduğun zaman o hissi başka oyunda bulamıyorsun. Grafikler CS:GO’ya göre baya upgrade almış, özellikle ışıklandırmalar ve duman fiziği çok daha gerçekçi. Dumanın içinden rastgele spray atma devri bitmiş, bu güzel bir detay.

Ama işin kötü tarafı da var. En büyük sorun optimizasyon ve hile mevzusu. Bazen sebepsiz FPS drop giriyor, bazen de karşıya öyle tipler geliyor ki kafayı yersin. Subtick sistemi kağıt üstünde güzel ama bazen hit register saçma hissettiriyor.

Skin olayı yine uçmuş durumda, ekonomi ayrı bir dünya zaten.",True,0,2026-04-01,713,
222268587,cs2,730,güzel çünkü alın aldırın,True,0,2026-04-01,24,
222268262,cs2,730,"amk hileleri olmasa ömürlük oyun
",True,0,2026-04-01,34,
222268047,cs2,730,silah var adam var vuruyorsun ha bide bomba var,True,0,2026-04-01,47,
222267779,cs2,730,"hile olmasa çok iyi oyun zaten iyi oyun ama hilecilere karşı önlem olması lazım.

",True,0,2026-04-01,84,
222267769,cs2,730,Mükemmel Ötesi bir oyun aga,True,0,2026-04-01,27,
222266438,cs2,730,me Like Performans,True,0,2026-04-01,18,
222265333,cs2,730,pkklı öldürme simülatör,True,0,2026-04-01,23,
222264993,cs2,730,tam stres atmalık oyun,True,0,2026-04-01,22,
222263293,cs2,730,çok akıcı bir oyun arkadaşımla çok eğlenceli ve akıcı ben oynamayanlara tavsiye ederim tebrikler böyle oyun yok ama biraz sinirlendiriyo,True,0,2026-04-01,136,
222262726,cs2,730,Hile olayı biterse başarılı olur.,True,0,2026-04-01,33,
222262307,cs2,730,adam var koşarak sıkıyor bomba var patlıyor otamati sniper var sövüyon,True,0,2026-04-01,70,
222260984,cs2,730,şarjör güncellemesi yapanın ellerini kırmak lazım,True,0,2026-04-01,49,
222260669,cs2,730,haytınızı siker,True,0,2026-04-01,15,
222259146,cs2,730,"The amazing game
",True,0,2026-04-01,17,
222257720,cs2,730,mermi güncellemesinden sonra R tuşunu sökmeye karar verdim,True,0,2026-04-01,58,
222257093,cs2,730,Everyone in this game is cheating.,False,0,2026-04-01,34,
222256567,cs2,730,Sinir Hastalığı İçin İdeal Ve Hile Dolu,True,0,2026-04-01,39,
222256554,cs2,730,hayatı sken oyun,True,0,2026-04-01,16,
222254425,cs2,730,"abı oynayın oynattırın o derece muqq
",True,0,2026-04-01,38,
222253432,cs2,730,Hic böyle güzel ve keyifli olacagini beklemezdim,True,0,2026-04-01,48,
222253304,cs2,730,hayatımın yarısı,True,0,2026-04-01,16,
222252916,cs2,730,Optimizasyon konusunda çıktığından beri hala gelişme gösteremedi. Olan güzelim CS:GO'ya oldu.,False,0,2026-04-01,93,
222252381,cs2,730,ÇÖPLÜĞÜME GERİ DÖNDÜM NEKADAR UZAK KALMAK İSTERSEN İSTE GERİ GELİYORSUN KANSERLİ BİR HÜCRE GİBİ BIRAKMIYOR A Q,True,0,2026-04-01,110,
222252067,cs2,730,gayet güzel,True,0,2026-04-01,11,
222251899,cs2,730,sıkıntı kardeşim ya,True,0,2026-04-01,19,
222251409,cs2,730,"oyun fena bişey 
",True,0,2026-04-01,18,
222250851,cs2,730,"mükammel
",True,0,2026-04-01,10,
222250319,cs2,730,gırafikleri çok iyi,True,0,2026-04-01,19,
222250282,cs2,730,leleleleşleplelelei,True,0,2026-04-01,19,
222250048,cs2,730,bok oyun hileci dolu,False,0,2026-04-01,20,
222249474,cs2,730,rusların allahı yok davay davay,True,0,2026-04-01,31,
222249116,cs2,730,dünyanın en iyi oyunu,True,0,2026-04-01,21,
222249007,cs2,730,I wish the cheating would stop so I could still play for ranked positions in elite mode. It's really disappointing.,True,0,2026-04-01,115,
222248250,cs2,730,developerlar ölsün,True,0,2026-04-01,18,
222246677,cs2,730,AMK HİLECİLERİ OYUNUN ANASINI SİKTİNİZ,False,0,2026-04-01,38,
222246130,cs2,730,çok güzel.,True,0,2026-04-01,10,
222245977,cs2,730, duomla oynayınca sarıyor tek,True,0,2026-04-01,29,
222245825,cs2,730,oyunda çok fazla hile var ve bu adamlar sürekli 0yunda ve hileyle rank kasıyorlar,False,0,2026-04-01,81,
222245474,cs2,730,"abi on numara mallll
",True,0,2026-04-01,22,
222245364,cs2,730,Böyle oyunun varlığına sokam,True,0,2026-04-01,28,
222243317,cs2,730,tedavisi olmayan hastalık,True,0,2026-04-01,25,
222242756,cs2,730,"başarılı bir oyun beğendim...
",True,0,2026-04-01,30,
222242392,cs2,730,It was truly a game of its time.,True,0,2026-04-01,32,
222241999,cs2,730,herkese tavsiye ederim,True,0,2026-04-01,22,
222241253,cs2,730,Bağımlılık yapar :),True,0,2026-04-01,19,
222240792,cs2,730,iğrenç ruslar var mygood,False,0,2026-04-01,24,
222240436,cs2,730,"Tek başınıza ranked girdiğinizde takımınıza 4 mal geliyor ya, tek girdiğiniz için 5. mal da siz oluyorsunuz. Iq seviyesi düşük sadece CS oynamak için nefes alan böceğin biri de karşıya düştü mü tamam delirme simülasyonu :D",False,0,2026-04-01,222,
222239846,cs2,730,tavsiye edebimem,True,0,2026-04-01,16,
222238736,cs2,730,çok eylenceli,True,0,2026-04-01,13,
222238682,cs2,730,herhangi bir oyun modu hile ve botlardan dolayı oynanmıyo :D,False,0,2026-04-01,60,
222238380,cs2,730,"Counter-Strike serisinin eski bir oyuncusu olarak, oyunun yıllar içinde geçirdiği evrimi deneyimlemek oldukça etkileyici. Hem oyunla birlikte büyümek hem de serinin yenilikçi ve güncellenmiş versiyonlarını oynamak, oyunculara gerçekten özel bir deneyim sunuyor. Yeni sürüm, özellikle mekanik iyileştirmeler ve görsel kalite açısından oldukça başarılı; bu anlamda geliştirici ekip, modern oyuncu beklentilerini karşılayan güçlü bir güncelleme ortaya koymuş. Ancak oyunun bazı sistemleri hâlâ ciddi eleştiriler hak ediyor. VAC Live sistemi, hile kullanımını önleme konusunda yeterince caydırıcı görünmüyor. Hile kullanan oyuncular banlansa bile farklı hesaplarla oyuna devam edebiliyor. Buna karşılık, hile kullanmayan oyuncuların hatalı şekilde geçici uzaklaştırmalar alabilmesi, sistemin güvenilirliğini sorgulatıyor. Benzer şekilde, Güven Faktörü sistemi de tutarsız sonuçlar verebiliyor. Oyuncular herhangi bir kural ihlali yapmadan düşük güven faktörüne düşebiliyor ve bu da oyun deneyimini olumsuz etkiliyor. Son gelen şarjör güncellemesi ise oynanış açısından pek olumlu karşılanmamış ve birçok oyuncu tarafından gereksiz veya dengesiz bulunmuş durumda. Tüm bu eleştirilere rağmen, günümüz oyun sektöründe rekabetçi FPS deneyimi açısından hâlâ en güçlü seçeneklerden biri olmayı sürdürüyor. Eksiklerine rağmen sunduğu oynanış derinliği ve rekabet hissi, oyunu zirvede tutmaya devam ediyor.
",True,0,2026-04-01,1395,
222236913,cs2,730,bok gibi oyun şerefiniz varmı,True,0,2026-04-01,29,
222235878,cs2,730,Ah şu Hileler bir azalsa.,True,0,2026-04-01,25,
222235733,cs2,730,I plant spike (!) :D,True,0,2026-04-01,20,
222232904,cs2,730,az bisi oynadım ii gibi ama tam anlamadım az bise da oynıcam,True,0,2026-04-01,60,
222229276,cs2,730,Güzel bir rekabet oyunu. Fakat belli bir yerden sonra gelen hileler yapılan onlarca emeği ve zamanı heba edebiliyor.,True,0,2026-04-01,116,
222224552,cs2,730,cıldırıyorum.,True,0,2026-04-01,13,
222222281,cs2,730,oynamayın oynat mayın amk oyunu sadece hileler oyunda e sporcular bile bıraktı amk oyunun biz hala oynuyoruz,False,0,2026-04-01,108,
222221129,cs2,730,hileler az olsa iyi olur oyun güzel,True,0,2026-04-01,35,
