review_id,game_name,game_id,review_text,voted_up,votes_helpful,review_date,review_length,label,cleaned_text
222342226,cs2,730,"anasını sikiyim böyle oyunun
",False,0,2026-04-02,29,,anas siki böyl oyun
222342060,cs2,730,"Yeni seçkin aldım bant daralması erişim engeli falan gelirse......
Please Mr.Gabe help to Turkish players",True,0,2026-04-02,105,,yen seçk al bant daralma eriş enge falan gelir please mrgabe help to turkish players
222341790,cs2,730,Yeni başladım yeni yeni alışıyorum oyun eğlenceli duruyor biraz zaman vermemiz lazım oyuna iyi oynayabilmek için.Psikolojik olarak kendimi buna hazır hissediyorum,False,0,2026-04-02,162,,yen başl yen yen alışıyor oyun eğlence duruyor biraz zaman verme lazım oyun iyi oynayabilmek içinpsikolojik olarak kent bun hazır hissediyor
222341698,cs2,730,çok götü oyun para verip almayın,False,0,2026-04-02,32,,göt oyun par verip almay
222341609,cs2,730,oyuna başlarken 18 yaşındaydım 614 saat sonunda 65 yaşına girdim konunun zamanla bir alakası yok.,True,0,2026-04-02,97,,oyun başlarken yaş saat son yaş girt konu zaman bir alaka yok
222341315,cs2,730,"Bu oyunu oynayın, oynatın, oynattırın. Oyunu oynayarak hayatınızın birçok alanında kendinizi geliştirebilirsiniz. Mesela rusça öğrenmek ,argo kelimelerle şiir yazabilmek veya baskı altında takım arkadaşlarınızla konuşurken aynı anda mouse klavye kullanabilmek. Oynadıkca fark ediyosunuz ki geçen zaman hayat kalitenizi bir üst seviyeye çıkartmışç",True,0,2026-04-02,346,,oyun oynay oyna oynattır oyun oynayarak hayat birçok alan kent geliştirebilir mesela rusç öğrenmek argo kelime şiir yazabilmek bask alt takım arkadaş konuşurken aynı an mouse klavye kullanabilmek oynadık fark ediyo geçen zaman hayat kalite bir üst seviye çıkartmışç
222341227,cs2,730,"sıkınhtı yenı guncelleme bozmuş tüm
",True,0,2026-04-02,37,,sıkınh yenı guncelle boz
222341139,cs2,730,no xantares peek today,True,0,2026-04-02,22,,no xantares peek today
222340272,cs2,730,"cs go yuda oynayabilseydim
",True,0,2026-04-02,27,,cs go yu oynayabils
222339914,cs2,730,Harika Oyun Ekip İle Girin Acayip Zevkli Oynayın Oynatın...,True,0,2026-04-02,59,,harika oyun ekip i̇le gir acayip zevk oynay oyna
222339260,cs2,730,2000 yılından bu yana oynadığım oyun  bırakmadıysak bir sebebi var oda oyun çok iyi ;),True,0,2026-04-02,86,,yıl yan oynadık oyun bırakmat bir sebep var o oyun iyi
222338974,cs2,730,"ANASINI SİKTİĞİMİN OYUNUNDA HAYVAN GİBİ HİLE OLMASINA RAĞMEN EN GARİBAN OYUNCUSU OLAN BANA BAN ATIYOR AMINISİKTİĞİMİN OYUNU HAYVAN GİBİ HİLE GEZİYOR AMINAKODUMUN OYUNUNDA SİKTİR GİT GERÇEK HİLELERİ BANLA 1-2-1 GİTTİĞİM MAÇTA NE BANLIYON BENİ OROSPU ÇOCUKLARI
",False,0,2026-04-02,259,,anasin si̇kti̇ği̇mi̇n oyun hayvan gi̇bi̇ hi̇le olmasina rağmen gari̇ban oyuncu olan ban ban atiyor aminisi̇kti̇ği̇mi̇n oyun hayvan gi̇bi̇ hi̇le gezi̇yor aminakot oyun si̇kti̇r gi̇t gerçek hi̇leleri̇ banl gi̇tti̇ği̇m maç banliyon beni̇ orosp çocuklari
222337943,cs2,730,davay davay priviyet,True,0,2026-04-02,20,,davay davay priviyet
222337885,cs2,730,"awp ok gülü
",True,0,2026-04-02,13,,awp ok gül
222337775,cs2,730,güzel sanki bilemedim.,True,0,2026-04-02,22,,güzel bile
222337294,cs2,730,yarak bigi oyun boyle bombe fln var,False,0,2026-04-02,35,,yarak big oyun boyle bombe fln var
222337060,cs2,730,boşa geçmiş bir ömür,True,0,2026-04-02,20,,boş geç bir ömür
222336934,cs2,730,Mükemmel bir oyun,True,0,2026-04-02,17,,mükemmel bir oyun
222336763,cs2,730,ÇOK SARIYO,True,0,2026-04-02,10,,sariyo
222336345,cs2,730,cs cs'dir abicim niye burayı okuyonuz ya cs işte cs...,True,0,2026-04-02,54,,cs csdir abiç bura okuyo cs iş cs
222336335,cs2,730,OYNAYIN HAYATINIZ SİKİLSİN,True,0,2026-04-02,26,,oynayi hayat si̇ki̇lsi̇n
222335449,cs2,730,heryer hile dolu siz para kazanıcaksınız diye oyun oynayamıyoruz allah belanızı versin.,False,0,2026-04-02,87,,heryer hil dol par kazanıcak oyun oynayamıyor allah bela vers
222335437,cs2,730,"müq ruslara sövmesi çok sevkli
",True,0,2026-04-02,32,,müq rus sövme sevk
222335430,cs2,730,sürekli hileli rakiplere karlı oynamak çok sıkıcı. bot hesaplar valvenin cebine dokunduğu için onları banlamaktaki çabalarını hilecileri de banlamakta kullansalar çok seviniriz.,False,0,2026-04-02,177,,sürek hile rakip karl oynamak sıkıç bot hesap valve cep dokunduk onlar banlamak çaba hileci banlamak kullan sevinir
222335259,cs2,730,çok iyi oyun,True,0,2026-04-02,12,,iyi oyun
222335207,cs2,730,always hackcheat,False,0,2026-04-02,16,,always hackcheat
222335060,cs2,730,boş oyun oynamayın,True,0,2026-04-02,18,,boş oyun oynamay
222334898,cs2,730,oyun güzel sevmediğim yanı aşırıcı derecede hileci oldğu özellikle şikayet edip belirtmeme rağmen hiç bir şekilde hiç bir işlem yapılmıyor,True,0,2026-04-02,138,,oyun güzel sevmedik yan aşırıç derece hileç oldk özellik şikayet edip belirtme rağmen bir şekil bir işle yapılmıyor
222334752,cs2,730,HER OYUN HİLE DOLU 1 TANE ANTİ HİLE YAPAMADI VALVE REZİL BİR ŞİRKET,False,0,2026-04-02,67,,oyun hi̇le dol tane anti̇ hi̇le yapamadi valve rezi̇l bi̇r şi̇rket
222334748,cs2,730,hileler olmasa çok güzel oyun,True,0,2026-04-02,29,,hile olma güzel oyun
222334717,cs2,730,"mğkkkemel
",True,0,2026-04-02,10,,mğkkkemel
222333768,cs2,730,güzel bir oyun tebrikler,True,0,2026-04-02,24,,güzel bir oyun tebrik
222333460,cs2,730,"çok iyi oyun
",True,0,2026-04-02,14,,iyi oyun
222333178,cs2,730,ben çok sağlılıyım,True,0,2026-04-02,18,,ben sağlı
222333067,cs2,730,hilecilerin amk,True,0,2026-04-02,15,,hileci amk
222332745,cs2,730,ne kadar rus varsa anasını sıkeyım,True,0,2026-04-02,34,,kadar rus var anas sıkeyım
222332461,cs2,730,Oyun Güzel Açıkçası Alışmam Oyuna Biraz Uzun Sürdü Tavsiye Ederim,True,0,2026-04-02,65,,oyun güzel açıkça alışma oyun biraz uzun sürt tavsi eder
222331461,cs2,730,"müq
 tavsiye ederim
alın",True,0,2026-04-02,26,,müq tavsi eder al
222330976,cs2,730,great game too much russian and cheater,True,0,2026-04-02,39,,great game too much russian and cheater
222330284,cs2,730,hile çok ama genel olarak iyi,True,0,2026-04-02,29,,hil genel olarak iyi
222330215,cs2,730,AK var vuruyon HS var yiyon,False,0,2026-04-02,27,,ak var vuruyon hs var yiyon
222328522,cs2,730,valoya benzemez babba,True,0,2026-04-02,21,,valo benzemez babp
222328439,cs2,730,hile siteleri ucuz,True,0,2026-04-02,18,,hil site uç
222328387,cs2,730,oynayın oynatın müw bir oyun şiddetle tavsiye ederim,True,0,2026-04-02,52,,oynay oyna müw bir oyun şiddet tavsi eder
222328079,cs2,730,çok hile var,True,0,2026-04-02,12,,hil var
222326737,cs2,730,artık 3. dünya savasına hazırım,True,0,2026-04-02,31,,ar dünya sava hazır
222326350,cs2,730,Rusça kursuna yazılacaktım ama burası daha ucuz. 10/10,True,0,2026-04-02,54,,rusç kurs yazılacak bura uç
222324841,cs2,730,acıklama yok,True,0,2026-04-02,12,,acıkla yok
222323105,cs2,730,gayet eğlenceli,True,0,2026-04-02,15,,gayet eğlence
222322453,cs2,730,hep kaybediyom ama bunu seviyom,True,0,2026-04-02,31,,kaybediyom bun seviyom
222322411,cs2,730,oe fazlalığı var azalırsa müq,True,0,2026-04-02,29,,oe fazlalık var azalır müq
222321628,cs2,730,"───▒▓▒░
─█▒████████
▒█▒▓█▓█████
─▓▒▓█▓██▓██
──▒▓█▓██▓██
─░▒▓█▓██▓██░
─░▒▓█▓██▓██░
─░▒▓▓▓██▓██░
─░▒▓█▓██▓██░
─░▒▓▓▓██▓██░
─░▒██▓██▓██░
─▒▒▓██▓█▓██▒
─░▒▒█▓▓▓▓▓██
─▒▒▒█▓▓█▓▓██
─░▒▒█▓▓██▓██░
─▒▒▒█▓▓█▓▓██░
─▒▒▒█▓▓██▓██▒
─▒▒▒█▓▓██▓██▒
─░▒▒█▓▓▓█▓██▒
─▒▒▒█▓▓█▓▓██▒
─▒▒▒█▓▓▓█▓██▓
─▒▒▒█▓▓▓█▓▓██▓
─░▒▓█▓▓▓█▓▓███████▒
─▒▓▒▒█▓█▓▓▓██▓░──▒█▓
─▒▓──▒█▓█▓▓█▓──────█░
─▒▒──▒██▓▓▓█▒──────▓▒
─▒▓──▒███▓▓█▓──────▒▒
─▒▒──▒███▓▓█▓──────▓▒
─▒▒──░███▓▓██─────▓▓▒
─▓▒──▒███▓▓▓██▒▒▒▓░▒▒
─▒▓▒▓▓█▓█▓▓▓████▓░─▒▓
─▒▒▓██▓█▓▓▓▓██▒────▓▓
─▒▒▓▓▓▓▓███▓▓█────░█▒
─▒▒▓▓█▓▓▓██████▓▒▓██▒
─▒▒▓▓█▓▓▒▓████████▓██
─▒▒▓▓█▓▓▒▓▓▓██▓██▓▓▓██▒
─▒▒▓▓█▓▓▓▓▓▒██▓▒▓█▓█████▓
─▒▒▓▓█▓█▓▓▓▒██▓▒▒████████████▓
─▒▒▓█▓▓▓▓▓▓▒██▓▓▓██▓██████████████▓▒▒█▒
─▒▒▓█▓▓▓▓█▓▒██▓▓▒██▓▓▓▓▓▓█████████████▓
─▒▒▓█▓▓▓▓▓█▒██▓▓▓▓█▓▓▓▓▓▓▓▓▓█▓███▓████▓
─▒░▓█▓▓█▓▒█▓▓█▓▓▓▓██▓▓▓▓▓▓▓▓▓▓▓█▓██▓▓█▓
─▒▒▓█▓██▓▒▓█▓██▓▓▓▓█▓▓▓▓▓▓▓▓▓▓█▓▓▓█▓▓██
─█▓▒█▓▓██▓▓█▓██▓▓▓▓▓██▓▓▓▓▓▓▓▓▓█▓▓▓▓▓██
─█▓▒█▓▓▓█▓▓█▓▓██▓▓▓▓▓████▓▓▓▓▓▓▓▓▓█▓▓██
─░░▓█▓▓▓█▓▓██▓█████▓▓▓▓███▓▓▓▓▓▓▓▓▓▓▓██
─▒▒▓█▓▓▓▓▒▓███▓▒▒▒▓██▓▓▓▓▓▓██▓▓▓▓▓█▓▓██
──▒█▓████████▒──────▓██▓▓▓▓▓▓█▓████▓▓██
──░█████▓▒██▒─────────▒████▓▓▓▓▓█████▓
───▒█▓────▓█────────────░▓███████▓▓██▓
───▒█─────▒▓───────────────░▒▓███████▓
───▓█───────────────────────────▒▓▓██▒",True,0,2026-04-02,1256,,───▒▓▒░ ─█▒████████ ▒█▒▓█▓█████ ─▓▒▓█▓██▓██ ──▒▓█▓██▓██ ─░▒▓█▓██▓██░ ─░▒▓█▓██▓██░ ─░▒▓▓▓██▓██░ ─░▒▓█▓██▓██░ ─░▒▓▓▓██▓██░ ─░▒██▓██▓██░ ─▒▒▓██▓█▓██▒ ─░▒▒█▓▓▓▓▓██ ─▒▒▒█▓▓█▓▓██ ─░▒▒█▓▓██▓██░ ─▒▒▒█▓▓█▓▓██░ ─▒▒▒█▓▓██▓██▒ ─▒▒▒█▓▓██▓██▒ ─░▒▒█▓▓▓█▓██▒ ─▒▒▒█▓▓█▓▓██▒ ─▒▒▒█▓▓▓█▓██▓ ─▒▒▒█▓▓▓█▓▓██▓ ─░▒▓█▓▓▓█▓▓███████▒ ─▒▓▒▒█▓█▓▓▓██▓░──▒█▓ ─▒▓──▒█▓█▓▓█▓──────█░ ─▒▒──▒██▓▓▓█▒──────▓▒ ─▒▓──▒███▓▓█▓──────▒▒ ─▒▒──▒███▓▓█▓──────▓▒ ─▒▒──░███▓▓██─────▓▓▒ ─▓▒──▒███▓▓▓██▒▒▒▓░▒▒ ─▒▓▒▓▓█▓█▓▓▓████▓░─▒▓ ─▒▒▓██▓█▓▓▓▓██▒────▓▓ ─▒▒▓▓▓▓▓███▓▓█────░█▒ ─▒▒▓▓█▓▓▓██████▓▒▓██▒ ─▒▒▓▓█▓▓▒▓████████▓██ ─▒▒▓▓█▓▓▒▓▓▓██▓██▓▓▓██▒ ─▒▒▓▓█▓▓▓▓▓▒██▓▒▓█▓█████▓ ─▒▒▓▓█▓█▓▓▓▒██▓▒▒████████████▓ ─▒▒▓█▓▓▓▓▓▓▒██▓▓▓██▓██████████████▓▒▒█▒ ─▒▒▓█▓▓▓▓█▓▒██▓▓▒██▓▓▓▓▓▓█████████████▓ ─▒▒▓█▓▓▓▓▓█▒██▓▓▓▓█▓▓▓▓▓▓▓▓▓█▓███▓████▓ ─▒░▓█▓▓█▓▒█▓▓█▓▓▓▓██▓▓▓▓▓▓▓▓▓▓▓█▓██▓▓█▓ ─▒▒▓█▓██▓▒▓█▓██▓▓▓▓█▓▓▓▓▓▓▓▓▓▓█▓▓▓█▓▓██ ─█▓▒█▓▓██▓▓█▓██▓▓▓▓▓██▓▓▓▓▓▓▓▓▓█▓▓▓▓▓██ ─█▓▒█▓▓▓█▓▓█▓▓██▓▓▓▓▓████▓▓▓▓▓▓▓▓▓█▓▓██ ─░░▓█▓▓▓█▓▓██▓█████▓▓▓▓███▓▓▓▓▓▓▓▓▓▓▓██ ─▒▒▓█▓▓▓▓▒▓███▓▒▒▒▓██▓▓▓▓▓▓██▓▓▓▓▓█▓▓██ ──▒█▓████████▒──────▓██▓▓▓▓▓▓█▓████▓▓██ ──░█████▓▒██▒─────────▒████▓▓▓▓▓█████▓ ───▒█▓────▓█────────────░▓███████▓▓██▓ ───▒█─────▒▓───────────────░▒▓███████▓ ───▓█───────────────────────────▒▓▓██▒
222320170,cs2,730,Biraz oynadım güzel bir oyun gibi gözüküyor.,True,0,2026-04-02,44,,biraz oyna güzel bir oyun gözüküyor
222318641,cs2,730,"Gerçekten çok kafa dağıtmalık, stratejik , ve yetenek isteyen hilelerin olmadıgı bir oyun akşam eve geldiğimde oynayıp hata yaptığımda bana oyunu öğreten güzel söz söyleyenlerin oldugu bir oyun yapımcılara çok teşekkürler",True,0,2026-04-02,221,,gerçek kaf dağıtmalık stratejik yetenek isteyen hile olmadıg bir oyun akşa ev geldik oynayıp ha yaptık ban oyun öğre güzel söz söyleyen oldug bir oyun yapımcı teşekkür
222312130,cs2,730,kavga çıktı,True,0,2026-04-02,11,,kavg çıkt
222309908,cs2,730,zula gibi oyunlarla kıyaslanamaz zaten yılların oyunu indirin oynayın,True,0,2026-04-02,69,,zul oyun kıyaslanamaz zaten yıl oyun indir oynay
222309858,cs2,730,adam ucarak vuruyo fortnıte mı oynuyoz beyler,True,0,2026-04-02,45,,ada ucarak vuruyo fortnıte oynuyoz bey
222306906,cs2,730,hileler olmasa güzel oyun,True,0,2026-04-02,25,,hile olma güzel oyun
222301925,cs2,730,nıce wh bro,True,0,2026-04-02,11,,nıce wh bro
222300321,cs2,730,harika bu oyunu çok seviyorum,True,0,2026-04-02,29,,harika oyun seviyor
222299816,cs2,730,2013 2014 başladığım süreçten sonra oyundaki hilecilerin sayısı inanılmaz artmış 2026 nisan ayından yazıyorum.,True,0,2026-04-02,110,,başladık süreç sonr oyun hileci sayı inanılmaz art nisan ayın yazıyor
222294914,cs2,730,ÇOK İYİ OYUN BROM,True,0,2026-04-02,17,,i̇yi̇ oyun brom
222294775,cs2,730,hayatsızların mekanı,True,0,2026-04-02,20,,hayatsız mekan
222294566,cs2,730,hileyi azaltın amk,True,0,2026-04-02,18,,hile azal amk
222294532,cs2,730,adamlara flaş yiyo bana sövüyolar bune,True,0,2026-04-02,38,,adam flaş yiyo ban sövüyo bune
222293995,cs2,730,more cheater and bad case system,False,0,2026-04-02,32,,more cheater and bad case system
222292199,cs2,730,Rekabetçi oyunların en üst noktası,True,0,2026-04-02,34,,rekabetç oyun üst nokta
222291320,cs2,730,"bir tek alis veris yapa bilsem dahada iyi olur
",True,0,2026-04-02,48,,bir tek alis veris yap bil daha iyi olur
222291287,cs2,730,çok hille var ama,True,0,2026-04-02,17,,hill var
222291230,cs2,730,"INSTEAD OF BRINGING STUPID UPDATES, BAN THOSE WHO PLAY WITH CHEATS ALREADY. DON’T YOU SEE SOMEONE HAS REACHED LEVEL 25K WITH CHEATS, YOU STUPID VALVE",False,0,2026-04-02,149,,instead of bringing stupid updates ban those who play with cheats already don ’ t yo se someone has reached level k with cheats yo stupid valve
222288169,cs2,730,Hileler olmasa güzel oyun !!!,True,0,2026-04-01,29,,hile olma güzel oyun
222287828,cs2,730,Asla satın almayın her oyun hile geliyor valve bu konuda kendini geliştirmedikçe hilelerin sayısı dahada artacak. Kafa dağıtmaya oyuna giriyorsunuz cidden sadece kafanız dağılıyor nerden geldiği belli olmayan bir mermiyle,False,0,2026-04-01,221,,asl sat almay oyun hil geliyor valve konu kent geliştirmedikç hile sayı daha artacak kaf dağıtma oyun giriyor cit sade kafa dağılıyor ner geldik bell olmayan bir merm
222287745,cs2,730,amınakeeeeeeeeeee,True,0,2026-04-01,17,,amınakeeeeeeeeee
222286731,cs2,730,"fizik kalitesi, anti cheat ve oyuncu kitlesi dışı iyi oyun",True,0,2026-04-01,58,,fizik kalite anti cheat oyunç kitle dış iyi oyun
222286558,cs2,730,çok medeni bir kitlesi var özellikle bizim millet,True,0,2026-04-01,49,,meden bir kitle var özellik biz millet
222284043,cs2,730,"Hileler olmasa daha keyifli olabilir, valve acilen el atmalı...",True,0,2026-04-01,63,,hile olma keyif olabilir valve acilen el atma
222283116,cs2,730,bulaşmayın,False,0,2026-04-01,10,,bulaşmay
222282984,cs2,730,optimizasyonunuzu skm,True,0,2026-04-01,21,,optimizasyon skm
222282887,cs2,730,"Anasını siktiğimin oyununa 2000 saat gömdük ulan anca espora değer verin amk normal oyuncular adam değil zaten .
Hala hile cıkıyor adam mevlana acıyor amınqk8yim 2017 demiyiz a k mevlana lan mevlana oevladlar gidın su hile sistemini düzeltin siktiğimin valosu bile bundan daha iyi aqqq",False,0,2026-04-01,285,,anas siktik oyun saat göm ulan anç espor değer ver amk normal oyunç ada değil zaten hal hil cıkıyor ada mevlan acıyor amınqkyim demi a k mevlan lan mevlan oevlat gidı su hil sistem düzel siktik valo bil bun iyi aqqq
222282320,cs2,730,yuksek kaloıte,True,0,2026-04-01,14,,yuksek kaloıte
222280811,cs2,730,yotum yapmaya bile gerek yok mükemmel,True,0,2026-04-01,37,,yot yapma bil gerek yok mükemmel
222280488,cs2,730,yarramdan bir kaç tık hallice normal oyuncuya denk gelmek hileye denk gelmekten daha zor böyle oyunun yapımcısını ayrı emeği geçenleri ayrı sikim saygılar.,False,0,2026-04-01,155,,yarra bir kaç tık halli normal oyuncu denk gelmek hile denk gelmek zor böyl oyun yapımcı ayr emek geçen ayr sik sayg
222279460,cs2,730,hileleri sikin amk,True,0,2026-04-01,18,,hile sik amk
222279387,cs2,730,"hile var onları halledin
",True,0,2026-04-01,26,,hil var onlar halle
222279132,cs2,730,Oyunda hilelerden geçilmiyor mevlana gibi dönüp vuran mı dersin awp ile zıplayıp smoke ve duvar arkasından no scop vuran mı dersin her çeşidinden var eğer sinir krizi eeeee kanser eee psikoloji bozulması gibi hastalıklara yakalanmak istiyorsanız bu oyunu oynamanızı öneriyorum. Onun haricinde mal değilseniz oynamayın tavsiye etmiyorum.,True,0,2026-04-01,336,,oyun hile geçilmiyor mevlan dönüp vuran ders awp zıplayıp smoke duvar arka no scop vuran ders çeşit var sinir kriz eeee kanser ee psikoloji bozulma hastalık yakalanmak istiyor oyun oynama öneriyor on hariç mal değil oynamay tavsi etmiyor
222278350,cs2,730,silah var sıkıyon bamba car atıyon,True,0,2026-04-01,34,,silah var sıkıyon bamp car atıyon
222278059,cs2,730,"Tach-tach, Alles oder Nix macht
Tach-tach, Azzlacks treffen sicher
Tach-tach, Xatar und Hafti
Klopfen an die Tür, es macht ta-ta-tach-tach",True,0,2026-04-01,138,,tachtach alles oder nix macht tachtach azzlacks treffen sicher tachtach xatar und hafti klopfen an di tür es macht tatatachtach
222278038,cs2,730,pc yi söktüm ama oynayın,True,0,2026-04-01,24,,pc yi sökt oynay
222276952,cs2,730,Huzurlu ve mutlu olmaktan sıkıldığsanız doğru oyundasınız ... :),True,0,2026-04-01,64,,huzur mutl olmak sıkıldık doğr oyun
222276548,cs2,730,çok iyi ama kötü oynarsanız ne ana kalıyo ne bacı,True,0,2026-04-01,49,,iyi kötü oynar an kalıyo baç
222276341,cs2,730,Bu oyunu tavsiye ediyorum.,True,0,2026-04-01,26,,oyun tavsi ediyor
222275662,cs2,730,"CS2 için birkaç düzine saat geçirdikten sonra genel deneyimim karışık diyebilirim. Oynanış hâlâ bildiğimiz Counter-Strike hissini veriyor; silah mekanikleri, harita bilgisi ve takım oyunu hâlâ oyunun en güçlü tarafı.
Ancak en büyük problem kesinlikle eşleştirme sistemi. Maçlarda çoğu zaman dengeli bir rekabet hissi oluşmuyor. Kendi seviyene yakın oyuncularla oynamak yerine ya çok daha iyi ya da çok daha zayıf oyuncularla eşleşmek sık yaşanıyor. Bu da maçların ya aşırı kolay ya da gereksiz zor geçmesine neden oluyor ve rekabet hissini zedeliyor.
Bunun dışında oyun akıcı ve temel mekanikler sağlam olsa da, dengeli matchmaking eksikliği uzun vadede motivasyonu düşürebiliyor.",True,0,2026-04-01,680,,cs düzin saat geçirdik sonr genel deney karışık diyebilir oynanış hâlâ bildik counterstrik hiss veriyor silah mekanik harita bilgi takım oyun hâlâ oyun güçl taraf ancak büyük problem kesinlik eşleştir siste maç çok zaman denge bir rekabet hiss oluşmuyor kent seviyen yak oyuncu oynamak yer iyi zayıf oyuncu eşleşmek sık yaşanıyor maç aşır kolay gereks zor geçme oluyor rekabet hiss zedeliyor bun dış oyun akıç temel mekanik sağla ols denge matchmaking eksiklik uzun vade motivasyon düşürebiliyor
222275419,cs2,730,güzel oyun adil oyun!,True,0,2026-04-01,21,,güzel oyun adil oyun
222274772,cs2,730,abi şu oyunu ruslara banlayın lütfen onun bunun çoçukları bi rahat vermiyorlar,False,0,2026-04-01,78,,abi oyun rus banlay lütfen on bun çoçuk bi rahat vermiyor
222274551,cs2,730,hile çok mk,True,0,2026-04-01,11,,hil mk
222274029,cs2,730,ruslar ve hilelere sövme oyunu,False,0,2026-04-01,30,,rus hile sövm oyun
222274018,cs2,730,Oynamayın amk,True,0,2026-04-01,13,,oynamay amk
222273648,cs2,730,"takımınıza gelebilecek elemanlar listesi:
Ruslar
Rus hileler
Rus komandoları
Rus spestnaz azkerleri
Rus ordusuna mensup kişiler
Rus kadınlar
Rus otobüs şöförleri
Rus barmenler
Rus terziler
Rus bakkalallar
Rus kasiyerler
Putin
Stalin
Rusya topraklarında canlılık faaliyeti gösteren bir varlık
Rusyada oksijen soluyan bisey
Rus bitkiler
Masa basında cs de millete sovup fazla oturmaktan kaynaklı götünden fotosentez yapan rus orospu evladı
Rusyadan herhangi biri
Hile kullanmayan ruslar
Bağıran ruslar
Anasının amına sokup basıp genişletip sikmemi saglayuan caps lock tusuna basıp basıp her an chatden ayrılmayan rus
Ve ruslar

Teşekkürler",True,0,2026-04-01,661,,takım gelebilecek eleman liste rus rus hile rus komando rus spestnaz azker rus ordu mensup kişi rus kat rus otobüs şöför rus barmen rus terz rus bakkalal rus kasiyer puti stali rusya toprak canlılık faali gösteren bir varlık rusya oksijen soluyan bisey rus bitki masa bas cs mille sovup fazl oturmak kaynak göt fotosentez yapan rus orosp evla rusya herhangi hil kullanmayan rus bağıran rus ana am sokup basıp genişletip sikme saglayuan caps lock tus basıp basıp an chatden ayrılmayan rus rus teşekkür
222272259,cs2,730,eğer güzel oynayan takım arkadaşlarınız yoksa kesinlikle oynamayın eli kolu tutmayan arkadaşlarım var ve keyif alamıyorum,False,0,2026-04-01,121,,güzel oynayan takım arkadaş yoks kesinlik oynamay el kol tutmayan arkadaş var keyif alamıyor
222271344,cs2,730,ço kfazla hiel var,False,0,2026-04-01,18,,ço kfaz hiel var
222271071,cs2,730,Dünyanın en garip oyunu amk bazen aşırı iyi takım geliyor bazen daha ne kadar kötüsü olabilir diyorum,True,0,2026-04-01,101,,dünya garip oyun amk bazen aşır iyi takım geliyor bazen kadar kötü olabilir diyor
222270928,cs2,730,bir oyunun 2. serisi ilkinden nasıl daha kötü olabilir,False,0,2026-04-01,54,,bir oyun seri ilk kötü olabilir
