review_id,game_name,game_id,review_text,voted_up,votes_helpful,review_date,review_length,label,is_synthetic
108000865,pubg,578080.0,"oyunu çıktığından beri oynuyorum. ne bi optimizasyon yapabiliyolar ne bi yenilik. özellikle firma değişikliği sonrası iyice boka sardı. oyuna aylık pass sistemi ile bişeyler getirip milleti sağmak üzerine bir düzen tutturmuş gidiyorlar. para harcamaya değmez şeyler geliyor sadece oyuna. son güncelleme ile optimizasyonun anasını iyice siktiler zaten. oyunda bu arada macro ile oynayan o kadar çok oyuncu var ki illallah ettirir mouse klavye kırdırız size. kısacası sevgili krafton yapacağınız güncellemeleri sikim, yapacağınız işi sikim.",False,0.0,2022-01-14,538.0,bug(hata/hile),
143115195,pubg,578080.0,cpu 100% and crash,False,0.0,2023-07-30,18.0,bug(hata/hile),
112035210,pubg,578080.0,Çok sayıda hile ve bug mevcut,False,0.0,2022-03-12,29.0,bug(hata/hile),
108978612,pubg,578080.0,"fps düşük,millet çok iyi,",False,0.0,2022-01-28,25.0,bug(hata/hile),
189489241,pubg,578080.0,"Bu oyunun eşleştirme sistemi gerçekten dengesiz. Seviyeler arasındaki uçurum yüzünden, karşımıza 500 levele sahip rakipler çıkıyor ve adil bir mücadele sunmaktan çok uzak bir ortam oluşuyor. Üstelik, oyun içinde hile kullanımı da ciddi şekilde artmış durumda. No recoil scriptleri sayesinde dikey sekme tamamen ortadan kaldırılıyor ve adil rekabet imkansız hale geliyor. Şu ana kadar hile şüphesiyle raporladığım oyuncuların çoğu banlandı, bu da sorunun ne kadar büyük olduğunu gösteriyor. Özellikle arcade modunda bu tür haksız avantajlar çok daha belirgin hale geliyor. Eğer keyifli bir oyun deneyimi istiyorsanız, arcade modundan uzak durmanızı tavsiye ederim.",True,0.0,2025-03-06,663.0,bug(hata/hile),
146336971,dota2,570.0,"eskiden kasmadan oynuyodum ama bir türlü şu oyunun üstüne düşmediler, önceden ne kadar uğraştıysam lobiden çıkıp oyuna girebilmek için, bugün de uğraştım; eskiden başarabilmiştim ama artık başaramıyorum...",True,0.0,2023-09-15,205.0,bug(hata/hile),
215403087,cs2,730.0,oyun iyi güzel de hile kaynıyo baboliii,True,0.0,2026-01-07,39.0,bug(hata/hile),
126162646,pubg,578080.0,yapıyoruz bu işli be ama hileler var,True,0.0,2022-11-23,36.0,bug(hata/hile),
177875760,pubg,578080.0,yabancı kişilerle kısa süreli iletişim ve keyifli vakit geçirmeyi sağlayabileceğiniz bir oyuın,True,0.0,2024-10-27,94.0,bug(hata/hile),
123783327,pubg,578080.0,Sevmedim çünkü bana parayla sattınız millet bedava oynuyor,False,0.0,2022-10-13,58.0,bug(hata/hile),
177227677,pubg,578080.0,"hileler olmasa çok eğlenceli esasında
",True,0.0,2024-10-17,39.0,bug(hata/hile),
196009709,pubg,578080.0,oyun güzel ama hile kullanan çok fazla,True,0.0,2025-05-30,38.0,bug(hata/hile),
216592455,cs2,730.0,"CS, CSGO'dan sonra bitmiştir, adamlar hilelere çözüm getireceğine bıçak sesini değiştiriyorlar sizi düşünen mi var, sisteme köle olmayı bırakın oyunu silin. Kendinize yapacağınız en büyük iyilik bu olur.

Revize: Oyunu silin. Kendinize yapacağınız en büyük iyilik bu olur.",False,0.0,2026-01-23,272.0,bug(hata/hile),
115403608,pubg,578080.0,Çok sarıyo ama benim pc  kötü olduğu için çok donuyor,True,0.0,2022-05-13,53.0,bug(hata/hile),
110317400,pubg,578080.0,"oyun tamamen optimizasyon problemi çatışma bile gerçekleştirilmiyor
",False,0.0,2022-02-15,68.0,bug(hata/hile),
25707014,dota2,570.0,"Oyun oynamayı çok seven biri olarak maalesef bu oyun ile çok geç tanıştım. Geç tanışmamın sebebi oyuna daha önce başlamış kişilerin çok iyi seviyelere gelip yeni başlayanlara çok fazla oynama alanı bırakmamaları. Elbette oyunda yeni başlayanlar için bir bölüm var, ama orada bile durum neredeyse aynı. Takım arkadaşlarınızın, sizin hatalarınız ile puan kaybedip, üstünüzde yapacağı psikolojik baskıda cabası:)herşeye rağmen;

+futbol, basketbol gibi spor oyunlarında olduğu gibi pozisyonların ve kurallarının olduğunu ve bunların öğrenildikten sonra oynayamasınız bile izlemesinin muazzam derecede keyif verdiği oyundur.

-eksi kısmı oyun değil oyunculardır. Bu sebeple;

10/9 

Kesinlikle vakit ayırın. İyi oyunlar.",True,0.0,2016-09-26,716.0,bug(hata/hile),
220127559,cs2,730.0,çok hile giriyor,True,0.0,2026-03-07,16.0,bug(hata/hile),
215074804,cs2,730.0,cs go ken mütişti şimdi içinden gecmişler hile dolu,False,0.0,2026-01-04,51.0,bug(hata/hile),
221978615,cs2,730.0,To be honest i think it is the second best fps game of all time because being so simple and so oppurtinity giving gameplay at the same time is so hard for an fps game,True,0.0,2026-03-29,166.0,bug(hata/hile),
18506375,dota2,570.0,21:9 ekranım war ve map bozuk şekilde geliyor,True,0.0,2015-10-16,45.0,bug(hata/hile),
125315862,pubg,578080.0,2000 dolarlık  sistem dizdirdi bu oyun bana o kadar güzel :))),True,0.0,2022-11-11,62.0,bug(hata/hile),
216356169,cs2,730.0,rahatlamak için giriyorsunuz sonra hileciler geliyor bir sürü küfür yiyorsunuz ve stresten başınız ağrıyor ama yinede güzel oyun,True,0.0,2026-01-19,128.0,bug(hata/hile),
163987821,pubg,578080.0,önüne gelen aptal orospu çocukları reportladığı için 24 saat ban atıyor sürekli hileleri banlamayın beni banlayın siz,False,0.0,2024-05-01,117.0,bug(hata/hile),
221594168,cs2,730.0,bu oyundaki tüm rusların babannesini sikeyim hepsi orospu evladı,True,0.0,2026-03-24,64.0,bug(hata/hile),
221294829,cs2,730.0,1999'dan beri oynarım. Muadillerinden 15 yıl geride. Hala en basit yazılımsal ve mekanik problemleri bile çözememiş bir oyun CS. Tek amaçları oyuncuları sömürmek söğüşlemek.,False,0.0,2026-03-21,173.0,bug(hata/hile),
213270596,cs2,730.0,"Counter-Strike 2, serinin yıllardır oturmuş rekabetçi ruhunu modern teknolojiyle başarılı şekilde birleştiriyor. Source 2 motoru sayesinde haritalar daha canlı, aydınlatmalar daha gerçekçi ve genel atmosfer çok daha akıcı hissettiriyor. Oynanış hâlâ saf yetenek ve refleks odaklı; bu da CS’yi CS yapan temel unsurların korunduğunu gösteriyor. Silah geri tepmeleri, vuruş hissi ve ses tasarımı tatmin edici seviyede. Tick sistemi ve duman mekaniğindeki yenilikler rekabetçi maçlara stratejik derinlik katıyor. Matchmaking tarafında ufak sorunlar olsa da güncellemelerle giderek daha iyiye gittiği açık. Uzun yıllar oynanabilecek, izlenmesi keyifli ve öğrenmesi zor ama ustalaşması çok tatmin edici bir FPS deneyimi sunuyor.",True,0.0,2025-12-14,722.0,bug(hata/hile),
167362734,pubg,578080.0,Sikim sonik değişik hile elemanlar gelip kafanıza tava vuruyo skini 1 parçasını alınca diğer parçaları gidiyo ananızı siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,False,0.0,2024-06-14,154.0,bug(hata/hile),
116282086,pubg,578080.0,"hile yok ama silahlar gereğinden fazla sekiyor
",True,0.0,2022-05-31,47.0,bug(hata/hile),
220269522,pubg,578080.0,eşleştimede hata var gereksiz yüksek dereceli oyuncular geliyor zevki çıkmıyor,False,0.0,2026-03-09,78.0,bug(hata/hile),
214748137,cs2,730.0,ADAM BANA 7 8 KERE ATEŞ ETTİ BEN 3 KERE VURUNCA BAN YEDİM OYUN BOZANCILIK YAPIYORLAR OYUNDA ATEŞ ETMİYORLAR SONRADA RANKLARIMIZ DÜŞÜYOR SEVİYE ATLAYAMIYORUZ İLLAHA TAKIM KURUPTA MI GİRELİM DEĞİŞİK DEĞİŞİK SW LERE ATIYOR PİNG GİRİYOR NE ZAMAN DÜZELECEK KİM BİLİR,False,0.0,2025-12-31,261.0,bug(hata/hile),
158919402,pubg,578080.0,lütfen artık düzgün bir silah skini verin bana m416 pls,True,0.0,2024-02-21,55.0,bug(hata/hile),
165421366,pubg,578080.0,kesinlikle pişman olmazsınız oyun kalite akıcılık optimizasyon fevkalade,True,0.0,2024-05-15,72.0,bug(hata/hile),
199533686,pubg,578080.0,"Oyun eskiden daha iyiydi, iyice suyunu çıkartmışlar, eski havası kalmamış. Yıllar sonra döndüm baktım da boş, gidin başka fps oyunları oynayın.",False,0.0,2025-07-11,143.0,bug(hata/hile),
186938545,pubg,578080.0,yazılım hile kaşı berbat,False,0.0,2025-02-01,24.0,bug(hata/hile),
221710748,cs2,730.0,hileee dolu oyun inş ölürsünüz topunuz,False,0.0,2026-03-26,38.0,bug(hata/hile),
223172344,pubg,578080.0,tavsiye ederim güzel bir fps oyunu,True,0.0,2026-04-13,34.0,bug(hata/hile),
219479787,cs2,730.0,çok iyi bi tek hile sıkıntı var başka problem görmedim.,True,0.0,2026-02-28,55.0,bug(hata/hile),
131450544,pubg,578080.0,"YARRAK GİBİ BİR OPTİMİZASYON DENEYİMİ, Sayısız kez oyunun çökmesi, yanıt vermiyor hataları, mavi ekrana düşme, ses bozulması ve bunlar oyunun önerilen sistem gereksinimlerini fazlasıyla karşılayan bir bilgisayarda yaşanıyor. Minimum gereksinimler ile bu oyunu oynamaya çalışana sabır diliyorum.",False,0.0,2023-01-24,294.0,bug(hata/hile),
223327803,cs2,730.0,hileci pij olmazsa,False,0.0,2026-04-15,18.0,bug(hata/hile),
217492668,cs2,730.0,bu oyun çok saçma yeni seçkin aldım kasıyorum hile ve benzeri birşey olmadığı halde durduk yere ban yedim,False,0.0,2026-02-03,105.0,bug(hata/hile),
51364342,dota2,570.0,"♣️INGLISH♣️
IceFrog, the developer of the Warcraft III map Defense of the Ancients, continues his adventure at Valve. Developed under the leadership of IceFrog, who joined the Valve team at the request of Valve employees, who are fans of Big Dota, Dota 2 serves as a complete lifeguard for DotA and DotA players, who are under great restrictions due to the Warcraft III map. Dota 2, which still follows Warcraft III Dota as its game mechanics and content, does not look for the old Dota and adds color to the legend with innovations. gameplay; As in Warcraft II DotA, you do not stay in the middle when you start Dota 2. By playing the scenario designed for new players, you can learn the game even if you have not played any DotA style games before. By following the scenario, you first learn simple mechanics, as you progress, you start playing against bots, and eventually you start playing with real players. Of course, since there are real players at the end, you need to train and get used to the game. Remember that you are playing the game with real players, not by yourself, and the more mistakes your teammates make, the more your mistakes make by your teammates.

♣️TURKISH♣️
Warcraft III haritası Defense of the Ancients’ın (Kadimlerin Savunması) geliştiricisi IceFrog, macerasına Valve’da devam ediyor. Büyük Dota hayranları olan Valve çalışanlarının isteği üzerine Valve ekibine katılan IceFrog liderliğinde geliştirilen Dota 2, Warcraft III haritası olması dolayısıyla büyük kısıtlamalar altında kalan DotA ve DotA oyuncuları için tam bir cankurtaran görevi görüyor. Oyun mekanikleri ve içeriği olarak halen Warcraft III Dota’yı takip eden Dota 2, hem eski Dota’yı aratmıyor hem de yeniliklerle efsaneye renk katıyor.

Oynanış;
Warcraft II DotA’da olduğu gibi Dota 2’ye başladığınızda ortada kalmıyorsunuz. Yeni oyuncular için tasarlanmış olan senaryoyu oynayarak daha önce DotA tarzı hiçbir oyun oynamamış olsanız bile oyunu öğrenmeniz mümkün oluyor. Senaryoyu takip ederek önce basit mekanikleri öğreniyor, ilerledikçe botlara karşı maç yapmaya başlıyor ve en sonunda gerçek oyuncularla oynamaya başlıyorsunuz. Tabii ki işin ucunda gerçek oyuncular olduğu için bol bol antrenman yapmanız ve oyuna alışmanız gerekli. Unutmayın ki oyunu tek başınıza değil, gerçek oyuncularla oynuyorsunuz ve takım arkadaşlarınızın yaptıkları hatalar sizi ne kadar etkiliyorsa, sizin yaptığınız hatalar da takım arkadaşlarınızı o kadar etkiliyor.",True,0.0,2019-06-21,2444.0,bug(hata/hile),
213654898,cs2,730.0,çok severek oynuyorum fakat hilecilere çözüm bulamıyorsunuz cs kullanıcıları üzgün durumda,False,0.0,2025-12-19,90.0,bug(hata/hile),
216534030,cs2,730.0,oyunumda hile var diye ben vac live yedim aq yan hesaptan oynuyorum,True,0.0,2026-01-22,67.0,bug(hata/hile),
193569628,pubg,578080.0,"babanızın düşmanlarını sikeyim
",False,0.0,2025-04-25,32.0,bug(hata/hile),
215313061,cs2,730.0,hileler ♥♥♥ fazla para vermeye degmez,False,0.0,2026-01-06,37.0,bug(hata/hile),
222294566,cs2,730.0,hileyi azaltın amk,True,0.0,2026-04-02,18.0,bug(hata/hile),
217602590,cs2,730.0,"Hilelere karşı kendimi test etmek için oynuyorum fakat son zamanlarda karşıma dürüst oyuncular falan geliyor bu gerçekten çok sinir bozucu lütfen bu sorunu düzeltin!!!

#HilesizOyuncuİstemiyorum",False,0.0,2026-02-05,194.0,bug(hata/hile),
125362065,pubg,578080.0,Bana sıkmadıkları sürece kimseyi görmüyorum ama güzel oyun,True,0.0,2022-11-12,58.0,bug(hata/hile),
117824318,pubg,578080.0,iyi hoş oyun ama inanılmaz dereçe de hile var ne yaparsalar yapsınlar hileden gecilmiyor,True,0.0,2022-06-28,88.0,bug(hata/hile),
213763318,cs2,730.0,gereksız yere ban yedıgımı dusunuyorum ben hıle kullanmıyorum solo oynarken bır takıma denk geldım ve tekrar oynamaya davet ettıler hıle olduklarını bılmıyordum amacım rank kasmak felan degıl zaten eglenmek adamlar hıle oldugu ıcın 31 gun ban yedım kaldırılsın lutfen banım rıca edıyorum,False,0.0,2025-12-20,287.0,bug(hata/hile),
132601720,dota2,570.0,"4 toxic veriyorsun. o toxiclerden rapor yediriyorsun. axe  medusaya tek atıyor, templar assasin durdurulamıyor. adam hard suport sniper alıyor, ben ondan rapor yiyorum bana ceza veriyor oyun. bu tür saçmalıkları say say bitmez. 3'e 3 harita olmalı. en azından 4 değil 2 toxicle uğraşırız. rank sistemi kesinlikle değişmeli. ben tek başıma ne yapabilirim? 4 tane berbat oynayan adamla ben ne yapabilirim? çok sinir bozucu, yeni başlamak isteyenler başlamasın, gidin lol oynayın.",False,0.0,2023-02-11,477.0,bug(hata/hile),
206946001,pubg,578080.0,sürekli oyun duman hatası veriyor,False,0.0,2025-10-17,33.0,bug(hata/hile),
115798813,pubg,578080.0,neden hiç birşey olmadığı halde 1 e gunluk ban atıyorsunuz böyle güvenlik şeklimi olur,True,0.0,2022-05-21,86.0,bug(hata/hile),
219259398,cs2,730.0,Amına kodumun hilecileri yüzünden oyunu bırakmış bulunuyorum saygılar valve yapacağınız oyunun ta ammına koyayım,False,0.0,2026-02-26,112.0,bug(hata/hile),
218091554,cs2,730.0,Oyun hile kaynıyor . Kanser olmak istiyorsanız devam,False,0.0,2026-02-11,52.0,bug(hata/hile),
167784826,pubg,578080.0,Oyun ücretsiz oldu premium geldi dereceli girmek içinde 80 levele kadar kasman gerekiyor oyun ücretsiz olduğu için hile dolduğundan normal modda seviye kasmak çok zor adam ta ebesinin nikahından sıkıyor sana 80 level olana kadar canını çıkıyor zaten hilelerle başetmekten,False,0.0,2024-06-20,271.0,bug(hata/hile),
213237983,cs2,730.0,hileci çok baba,True,0.0,2025-12-14,15.0,bug(hata/hile),
202352110,pubg,578080.0,Hileden başka bir şey yok. Vakit harcamaya değecek bir oyun değil artık.,False,0.0,2025-08-17,72.0,bug(hata/hile),
212357224,pubg,578080.0,"ya saçmalığa bak takımsız oynuyacak olsam single seçerim oynarım 4 kişilik başlatıyorum , tek kişi başlatıyor 4 kişiye karşı.",False,0.0,2025-12-01,125.0,bug(hata/hile),
218661399,cs2,730.0,Yılların oyunu. Ne kadar hileler olsa bile eskimeyecek gibi gözüküyor.,True,0.0,2026-02-19,70.0,bug(hata/hile),
114425084,pubg,578080.0,"Grafikler, mekanikler, silahlar gerçek bir oyun deneyimi sağlıyor ama dakikalarca loot yapıp, iki silah toplarken hiç görmediğiniz duymadığınız bir pusucu tilkinin mermisini kafanıza yiyince ebesinin a*ıymış dedirten bir süreç içerisine giriyorsunuz. Bu seferde sinirlenip bir el daha derken saatler geçmiş oluyor. Garip ve anlamsız. Bu oyuna para veren aklımı hala aramaya devam ediyorum.",False,0.0,2022-04-24,389.0,bug(hata/hile),
216894720,cs2,730.0,Senin rank sistemini de seni yapanı da senin takımları eşitsiz yapmana 1 pingli adamla 75 pingli adamı aynı yere koymana nova eloya global atmana beni hak etmediğim takımlara ve ranka atmana senin fps sorununa türkiye sunucusu yapmamana senin optimizasyonuna senin kafaya sıkıp anasının nikahına gitmene senin hileleri banlamayıp oynattığını da seni de gelmişini geçmişi düzeyim,False,0.0,2026-01-26,378.0,bug(hata/hile),
